"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUR ($/MWh)","HLCU ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","30 Sep 2017","37","69.69","69.58","0.11","-0.72","0.00","0.19","0.2450","0.0182","0.2681"
"WEP","30 Sep 2017","38","70.89","70.69","0.11","-0.63","0.00","0.19","0.2450","0.0182","0.2681"
"WEP","30 Sep 2017","39","72.34","72.19","0.11","-0.69","0.00","0.19","0.2450","0.0182","0.2681"
"WEP","30 Sep 2017","40","72.19","72.20","0.10","-0.83","0.00","0.19","0.2450","0.0182","0.2681"
"WEP","30 Sep 2017","41","72.15","72.21","0.03","-0.81","0.00","0.19","0.2450","0.0182","0.2681"
"WEP","30 Sep 2017","42","73.57","73.58","0.09","-0.82","0.00","0.19","0.2450","0.0182","0.2681"
"WEP","30 Sep 2017","43","72.70","72.62","0.03","-0.67","0.00","0.19","0.2450","0.0182","0.2681"
"WEP","30 Sep 2017","44","71.31","71.15","0.10","-0.66","0.00","0.19","0.2450","0.0182","0.2681"
"WEP","30 Sep 2017","45","71.11","70.71","0.10","-0.43","0.00","0.19","0.2450","0.0182","0.2681"
"WEP","30 Sep 2017","46","69.71","69.44","0.03","-0.48","0.00","0.19","0.2450","0.0182","0.2681"
"WEP","30 Sep 2017","47","69.54","69.06","0.03","-0.27","0.00","0.19","0.2450","0.0182","0.2681"
"WEP","30 Sep 2017","48","75.84","75.32","0.03","-0.23","0.00","0.19","0.2450","0.0182","0.2681"
"WEP","01 Oct 2017","1","76.52","75.75","0.02","0.01","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","2","74.17","73.44","0.01","-0.02","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","3","71.07","70.40","0.00","-0.07","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","4","72.55","71.33","0.00","0.48","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","5","72.18","71.57","0.00","-0.13","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","6","71.13","70.58","0.00","-0.19","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","7","69.03","68.26","0.00","0.02","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","8","68.84","67.90","0.00","0.19","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","9","67.53","66.87","0.00","-0.08","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","10","67.30","66.86","0.00","-0.30","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","11","68.16","67.60","0.00","-0.19","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","12","67.41","66.86","0.02","-0.21","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","13","67.48","66.86","0.03","-0.15","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","14","67.38","66.87","0.23","-0.47","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","15","67.09","66.83","0.31","-0.79","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","16","68.74","67.92","0.31","-0.23","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","17","69.85","69.02","0.36","-0.27","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","18","72.41","71.76","0.24","-0.33","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","19","75.80","75.37","0.24","-0.55","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","20","76.68","76.47","0.03","-0.56","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","21","79.75","79.49","0.03","-0.51","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","22","71.40","71.13","0.03","-0.50","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","23","71.27","71.07","0.02","-0.56","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","24","72.38","72.18","0.02","-0.56","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","25","72.55","72.18","0.03","-0.40","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","26","72.74","72.17","0.03","-0.21","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","27","72.69","72.17","0.02","-0.24","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","28","72.38","72.17","0.02","-0.55","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","29","72.52","72.02","0.03","-0.27","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","30","72.12","71.46","0.02","-0.10","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","31","71.93","71.35","0.02","-0.18","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","32","71.55","71.09","0.03","-0.32","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","33","71.08","70.69","0.03","-0.38","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","34","70.89","70.66","0.03","-0.54","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","35","71.02","70.56","0.20","-0.48","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","36","70.65","70.07","0.22","-0.38","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","37","71.28","70.71","0.28","-0.46","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","38","72.78","72.19","0.27","-0.42","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","39","76.18","75.66","0.22","-0.44","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","40","78.00","77.62","0.09","-0.46","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","41","79.73","79.16","0.10","-0.28","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","42","79.76","79.44","0.10","-0.53","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","43","79.53","79.19","0.09","-0.49","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","44","77.95","77.58","0.09","-0.46","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","45","71.94","71.17","0.18","-0.15","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","46","71.84","71.16","0.03","-0.09","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","47","72.82","72.19","0.03","-0.14","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","01 Oct 2017","48","70.67","70.00","0.02","-0.10","0.00","0.21","0.2450","0.0183","0.2699"
"WEP","02 Oct 2017","1","68.93","68.02","0.25","-0.06","0.00","0.21","0.2450","0.0167","0.2454"
"WEP","02 Oct 2017","2","68.02","67.15","0.17","-0.02","0.00","0.21","0.2450","0.0167","0.2454"
"WEP","02 Oct 2017","3","66.69","65.88","0.17","-0.08","0.00","0.21","0.2450","0.0167","0.2454"
"WEP","02 Oct 2017","4","66.62","65.86","0.13","-0.09","0.00","0.21","0.2450","0.0167","0.2454"
"WEP","02 Oct 2017","5","65.48","65.14","0.03","-0.40","0.00","0.21","0.2450","0.0167","0.2454"
"WEP","02 Oct 2017","6","65.30","65.09","0.14","-0.64","0.00","0.21","0.2450","0.0167","0.2454"
"WEP","02 Oct 2017","7","63.94","63.94","0.03","-0.75","0.00","0.21","0.2450","0.0167","0.2454"
"WEP","02 Oct 2017","8","63.56","63.95","0.03","-1.13","0.00","0.21","0.2450","0.0167","0.2454"
"WEP","02 Oct 2017","9","63.58","63.93","0.03","-1.10","0.00","0.21","0.2450","0.0167","0.2454"
"WEP","02 Oct 2017","10","63.77","63.96","0.03","-0.93","0.00","0.21","0.2450","0.0167","0.2454"
"WEP","02 Oct 2017","11","64.97","65.13","0.02","-0.90","0.00","0.21","0.2450","0.0167","0.2454"
"WEP","02 Oct 2017","12","65.62","65.20","0.22","-0.52","0.00","0.21","0.2450","0.0167","0.2454"
"WEP","02 Oct 2017","13","67.51","67.18","0.32","-0.71","0.00","0.21","0.2450","0.0167","0.2454"
"WEP","02 Oct 2017","14","69.15","68.82","0.40","-0.79","0.00","0.21","0.2450","0.0167","0.2454"
"WEP","02 Oct 2017","15","67.29","66.69","0.48","-0.59","0.00","0.21","0.2450","0.0167","0.2454"
"WEP","02 Oct 2017","16","69.72","69.04","0.19","-0.23","0.00","0.21","0.2450","0.0167","0.2454"
"WEP","02 Oct 2017","17","71.92","71.16","0.28","-0.23","0.00","0.21","0.2450","0.0167","0.2454"
"WEP","02 Oct 2017","18","71.44","70.74","0.17","-0.19","0.00","0.21","0.2450","0.0167","0.2454"
"WEP","02 Oct 2017","19","71.85","71.16","0.17","-0.20","0.00","0.21","0.2450","0.0167","0.2454"
"WEP","02 Oct 2017","20","72.08","71.46","0.03","-0.13","0.00","0.21","0.2450","0.0167","0.2454"
"WEP","02 Oct 2017","21","72.46","72.22","0.02","-0.49","0.00","0.21","0.2450","0.0167","0.2454"
